District,Season,Crop
KURNOOL,Kharif     ,Other Kharif pulses
KURNOOL,Kharif     ,Ragi
KURNOOL,Kharif     ,Rice
KURNOOL,Kharif     ,Sesamum
KURNOOL,Kharif     ,Small millets
KURNOOL,Kharif     ,Sunflower
KURNOOL,Kharif     ,Urad
KURNOOL,Rabi       ,Arhar/Tur
KURNOOL,Rabi       ,Bajra
KURNOOL,Rabi       ,Dry chillies
KURNOOL,Rabi       ,Gram
KURNOOL,Rabi       ,Groundnut
KURNOOL,Rabi       ,Horse-gram
KURNOOL,Rabi       ,Jowar
KURNOOL,Rabi       ,Linseed
KURNOOL,Rabi       ,Maize
KURNOOL,Rabi       ,Moong(Green Gram)
KURNOOL,Rabi       ,Onion
KURNOOL,Rabi       ,Other  Rabi pulses
KURNOOL,Rabi       ,Rapeseed &Mustard
KURNOOL,Rabi       ,Rice
KURNOOL,Rabi       ,Safflower
KURNOOL,Rabi       ,Sesamum
KURNOOL,Rabi       ,Small millets
KURNOOL,Rabi       ,Sunflower
KURNOOL,Rabi       ,Urad
KURNOOL,Rabi       ,Wheat
KURNOOL,Whole Year ,Banana
KURNOOL,Whole Year ,Coconut 
KURNOOL,Whole Year ,Coriander
KURNOOL,Whole Year ,Potato
KURNOOL,Whole Year ,Sugarcane
KURNOOL,Whole Year ,Sweet potato
KURNOOL,Whole Year ,Tobacco
KURNOOL,Whole Year ,Turmeric
KURNOOL,Kharif     ,Arhar/Tur
KURNOOL,Kharif     ,Bajra
KURNOOL,Kharif     ,Castor seed
KURNOOL,Kharif     ,Cotton(lint)
KURNOOL,Kharif     ,Dry chillies
KURNOOL,Kharif     ,Groundnut
KURNOOL,Kharif     ,Horse-gram
KURNOOL,Kharif     ,Jowar
KURNOOL,Kharif     ,Maize
KURNOOL,Kharif     ,Moong(Green Gram)
KURNOOL,Kharif     ,Onion
KURNOOL,Kharif     ,Other Kharif pulses
KURNOOL,Kharif     ,Ragi
KURNOOL,Kharif     ,Rice
KURNOOL,Kharif     ,Sesamum
KURNOOL,Kharif     ,Small millets
KURNOOL,Kharif     ,Soyabean
KURNOOL,Kharif     ,Urad
KURNOOL,Rabi       ,Bajra
KURNOOL,Rabi       ,Dry chillies
KURNOOL,Rabi       ,Gram
KURNOOL,Rabi       ,Groundnut
KURNOOL,Rabi       ,Horse-gram
KURNOOL,Rabi       ,Jowar
KURNOOL,Rabi       ,Linseed
KURNOOL,Rabi       ,Maize
KURNOOL,Rabi       ,Moong(Green Gram)
KURNOOL,Rabi       ,Onion
KURNOOL,Rabi       ,Other  Rabi pulses
KURNOOL,Rabi       ,Ragi
KURNOOL,Rabi       ,Rapeseed &Mustard
KURNOOL,Rabi       ,Rice
KURNOOL,Rabi       ,Safflower
KURNOOL,Rabi       ,Sesamum
KURNOOL,Rabi       ,Small millets
KURNOOL,Rabi       ,Urad
KURNOOL,Rabi       ,Wheat
KURNOOL,Whole Year ,Banana
KURNOOL,Whole Year ,Coconut 
KURNOOL,Whole Year ,Coriander
KURNOOL,Whole Year ,Sugarcane
KURNOOL,Whole Year ,Sunflower
KURNOOL,Whole Year ,Sweet potato
KURNOOL,Whole Year ,Tobacco
KURNOOL,Whole Year ,Turmeric
KURNOOL,Kharif     ,Arhar/Tur
KURNOOL,Kharif     ,Bajra
KURNOOL,Kharif     ,Castor seed
KURNOOL,Kharif     ,Cotton(lint)
KURNOOL,Kharif     ,Dry chillies
KURNOOL,Kharif     ,Groundnut
KURNOOL,Kharif     ,Jowar
KURNOOL,Kharif     ,Maize
KURNOOL,Kharif     ,Mesta
KURNOOL,Kharif     ,Moong(Green Gram)
KURNOOL,Kharif     ,Onion
KURNOOL,Kharif     ,Other Kharif pulses
KURNOOL,Kharif     ,Ragi
KURNOOL,Kharif     ,Rice
KURNOOL,Kharif     ,Sesamum
KURNOOL,Kharif     ,Small millets
KURNOOL,Kharif     ,Soyabean
KURNOOL,Kharif     ,Urad
KURNOOL,Rabi       ,Arhar/Tur
KURNOOL,Rabi       ,Bajra
KURNOOL,Rabi       ,Dry chillies
KURNOOL,Rabi       ,Gram
KURNOOL,Rabi       ,Groundnut
KURNOOL,Rabi       ,Horse-gram
KURNOOL,Rabi       ,Jowar
KURNOOL,Rabi       ,Maize
KURNOOL,Rabi       ,Moong(Green Gram)
KURNOOL,Rabi       ,Onion
KURNOOL,Rabi       ,Other  Rabi pulses
KURNOOL,Rabi       ,Rapeseed &Mustard
KURNOOL,Rabi       ,Rice
KURNOOL,Rabi       ,Safflower
KURNOOL,Rabi       ,Sesamum
KURNOOL,Rabi       ,Small millets
KURNOOL,Rabi       ,Urad
KURNOOL,Rabi       ,Wheat
KURNOOL,Whole Year ,Banana
KURNOOL,Whole Year ,Coconut 
KURNOOL,Whole Year ,Coriander
KURNOOL,Whole Year ,Dry ginger
KURNOOL,Whole Year ,Sugarcane
KURNOOL,Whole Year ,Sunflower
KURNOOL,Whole Year ,Sweet potato
KURNOOL,Whole Year ,Tobacco
KURNOOL,Whole Year ,Turmeric
KURNOOL,Kharif     ,Arhar/Tur
KURNOOL,Kharif     ,Bajra
KURNOOL,Kharif     ,Castor seed
KURNOOL,Kharif     ,Cotton(lint)
KURNOOL,Kharif     ,Dry chillies
KURNOOL,Kharif     ,Groundnut
KURNOOL,Kharif     ,Jowar
KURNOOL,Kharif     ,Maize
KURNOOL,Kharif     ,Moong(Green Gram)
KURNOOL,Kharif     ,Onion
KURNOOL,Kharif     ,Rice
KURNOOL,Kharif     ,Small millets
KURNOOL,Kharif     ,Sunflower
KURNOOL,Kharif     ,Urad
KURNOOL,Rabi       ,Dry chillies
KURNOOL,Rabi       ,Gram
KURNOOL,Rabi       ,Groundnut
KURNOOL,Rabi       ,Horse-gram
KURNOOL,Rabi       ,Jowar
KURNOOL,Rabi       ,Maize
KURNOOL,Rabi       ,Onion
KURNOOL,Rabi       ,Rice
KURNOOL,Rabi       ,Sunflower
KURNOOL,Rabi       ,Urad
KURNOOL,Whole Year ,Sugarcane
KURNOOL,Whole Year ,Tobacco
KURNOOL,Kharif     ,Arhar/Tur
KURNOOL,Kharif     ,Bajra
KURNOOL,Kharif     ,Castor seed
KURNOOL,Kharif     ,Cotton(lint)
KURNOOL,Kharif     ,Dry chillies
KURNOOL,Kharif     ,Groundnut
KURNOOL,Kharif     ,Jowar
KURNOOL,Kharif     ,Maize
KURNOOL,Kharif     ,Mesta
KURNOOL,Kharif     ,Moong(Green Gram)
KURNOOL,Kharif     ,Onion
KURNOOL,Kharif     ,Rice
KURNOOL,Kharif     ,Sesamum
KURNOOL,Kharif     ,Small millets
KURNOOL,Kharif     ,Soyabean
KURNOOL,Kharif     ,Urad
KURNOOL,Rabi       ,Arhar/Tur
KURNOOL,Rabi       ,Bajra
KURNOOL,Rabi       ,Dry chillies
KURNOOL,Rabi       ,Gram
KURNOOL,Rabi       ,Groundnut
KURNOOL,Rabi       ,Horse-gram
KURNOOL,Rabi       ,Jowar
KURNOOL,Rabi       ,Maize
KURNOOL,Rabi       ,Moong(Green Gram)
KURNOOL,Rabi       ,Onion
KURNOOL,Rabi       ,Rapeseed &Mustard
KURNOOL,Rabi       ,Rice
KURNOOL,Rabi       ,Safflower
KURNOOL,Rabi       ,Sesamum
KURNOOL,Rabi       ,Small millets
KURNOOL,Rabi       ,Urad
KURNOOL,Rabi       ,Wheat
KURNOOL,Whole Year ,Banana
KURNOOL,Whole Year ,Coconut 
KURNOOL,Whole Year ,Coriander
KURNOOL,Whole Year ,Potato
KURNOOL,Whole Year ,Sugarcane
KURNOOL,Whole Year ,Sunflower
KURNOOL,Whole Year ,Sweet potato
KURNOOL,Whole Year ,Tobacco
KURNOOL,Whole Year ,Turmeric
KURNOOL,Kharif     ,Arhar/Tur
KURNOOL,Kharif     ,Bajra
KURNOOL,Kharif     ,Castor seed
KURNOOL,Kharif     ,Cotton(lint)
KURNOOL,Kharif     ,Dry chillies
KURNOOL,Kharif     ,Groundnut
KURNOOL,Kharif     ,Jowar
KURNOOL,Kharif     ,Maize
KURNOOL,Kharif     ,Moong(Green Gram)
KURNOOL,Kharif     ,Onion
KURNOOL,Kharif     ,Rice
KURNOOL,Kharif     ,Sesamum
KURNOOL,Kharif     ,Small millets
KURNOOL,Kharif     ,Soyabean
KURNOOL,Kharif     ,Urad
KURNOOL,Rabi       ,Arhar/Tur
KURNOOL,Rabi       ,Bajra
KURNOOL,Rabi       ,Dry chillies
KURNOOL,Rabi       ,Gram
KURNOOL,Rabi       ,Groundnut
KURNOOL,Rabi       ,Horse-gram
KURNOOL,Rabi       ,Jowar
KURNOOL,Rabi       ,Maize
KURNOOL,Rabi       ,Moong(Green Gram)
KURNOOL,Rabi       ,Onion
KURNOOL,Rabi       ,Rapeseed &Mustard
KURNOOL,Rabi       ,Rice
KURNOOL,Rabi       ,Safflower
KURNOOL,Rabi       ,Sesamum
KURNOOL,Rabi       ,Small millets
KURNOOL,Rabi       ,Urad
KURNOOL,Rabi       ,Wheat
KURNOOL,Whole Year ,Banana
KURNOOL,Whole Year ,Coconut 
KURNOOL,Whole Year ,Coriander
KURNOOL,Whole Year ,Potato
KURNOOL,Whole Year ,Sugarcane
KURNOOL,Whole Year ,Sunflower
KURNOOL,Whole Year ,Sweet potato
KURNOOL,Whole Year ,Tobacco
KURNOOL,Whole Year ,Turmeric
KURNOOL,Kharif     ,Arhar/Tur
KURNOOL,Kharif     ,Bajra
KURNOOL,Kharif     ,Castor seed
KURNOOL,Kharif     ,Cotton(lint)
KURNOOL,Kharif     ,Dry chillies
KURNOOL,Kharif     ,Groundnut
KURNOOL,Kharif     ,Jowar
KURNOOL,Kharif     ,Maize
KURNOOL,Kharif     ,Mesta
KURNOOL,Kharif     ,Moong(Green Gram)
KURNOOL,Kharif     ,Onion
KURNOOL,Kharif     ,Rice
KURNOOL,Kharif     ,Sesamum
KURNOOL,Kharif     ,Small millets
KURNOOL,Kharif     ,Soyabean
KURNOOL,Kharif     ,Urad
KURNOOL,Rabi       ,Arhar/Tur
KURNOOL,Rabi       ,Bajra
KURNOOL,Rabi       ,Dry chillies
KURNOOL,Rabi       ,Gram
KURNOOL,Rabi       ,Groundnut
KURNOOL,Rabi       ,Horse-gram
KURNOOL,Rabi       ,Jowar
KURNOOL,Rabi       ,Maize
KURNOOL,Rabi       ,Moong(Green Gram)
KURNOOL,Rabi       ,Onion
KURNOOL,Rabi       ,Ragi
KURNOOL,Rabi       ,Rapeseed &Mustard
KURNOOL,Rabi       ,Rice
KURNOOL,Rabi       ,Safflower
KURNOOL,Rabi       ,Sesamum
KURNOOL,Rabi       ,Small millets
KURNOOL,Rabi       ,Urad
KURNOOL,Rabi       ,Wheat
KURNOOL,Whole Year ,Banana
KURNOOL,Whole Year ,Coriander
KURNOOL,Whole Year ,Potato
KURNOOL,Whole Year ,Sugarcane
KURNOOL,Whole Year ,Sunflower
KURNOOL,Whole Year ,Sweet potato
KURNOOL,Whole Year ,Tobacco
KURNOOL,Whole Year ,Turmeric
KURNOOL,Kharif     ,Arhar/Tur
KURNOOL,Kharif     ,Bajra
KURNOOL,Kharif     ,Castor seed
KURNOOL,Kharif     ,Cotton(lint)
KURNOOL,Kharif     ,Cowpea(Lobia)
KURNOOL,Kharif     ,Dry chillies
KURNOOL,Kharif     ,Groundnut
KURNOOL,Kharif     ,Jowar
KURNOOL,Kharif     ,Maize
KURNOOL,Kharif     ,Mesta
KURNOOL,Kharif     ,Moong(Green Gram)
KURNOOL,Kharif     ,Onion
KURNOOL,Kharif     ,Ragi
KURNOOL,Kharif     ,Rice
KURNOOL,Kharif     ,Sesamum
KURNOOL,Kharif     ,Small millets
KURNOOL,Kharif     ,Soyabean
KURNOOL,Kharif     ,Urad
KURNOOL,Rabi       ,Arhar/Tur
KURNOOL,Rabi       ,Bajra
KURNOOL,Rabi       ,Cowpea(Lobia)
KURNOOL,Rabi       ,Dry chillies
KURNOOL,Rabi       ,Gram
KURNOOL,Rabi       ,Groundnut
KURNOOL,Rabi       ,Horse-gram
KURNOOL,Rabi       ,Jowar
KURNOOL,Rabi       ,Maize
KURNOOL,Rabi       ,Moong(Green Gram)
KURNOOL,Rabi       ,Onion
KURNOOL,Rabi       ,Rapeseed &Mustard
KURNOOL,Rabi       ,Rice
KURNOOL,Rabi       ,Safflower
KURNOOL,Rabi       ,Sesamum
KURNOOL,Rabi       ,Small millets
KURNOOL,Rabi       ,Urad
KURNOOL,Rabi       ,Wheat
KURNOOL,Whole Year ,Banana
KURNOOL,Whole Year ,Coconut 
KURNOOL,Whole Year ,Coriander
KURNOOL,Whole Year ,Potato
KURNOOL,Whole Year ,Sugarcane
KURNOOL,Whole Year ,Sunflower
KURNOOL,Whole Year ,Sweet potato
KURNOOL,Whole Year ,Tobacco
KURNOOL,Whole Year ,Turmeric
KURNOOL,Kharif     ,Arhar/Tur
KURNOOL,Kharif     ,Bajra
KURNOOL,Kharif     ,Brinjal
KURNOOL,Kharif     ,Cabbage
KURNOOL,Kharif     ,Castor seed
KURNOOL,Kharif     ,Coriander
KURNOOL,Kharif     ,Cotton(lint)
KURNOOL,Kharif     ,Dry chillies
KURNOOL,Kharif     ,Grapes
KURNOOL,Kharif     ,Groundnut
KURNOOL,Kharif     ,Horse-gram
KURNOOL,Kharif     ,Jowar
KURNOOL,Kharif     ,Lemon
KURNOOL,Kharif     ,Maize
KURNOOL,Kharif     ,Mango
KURNOOL,Kharif     ,Mesta
KURNOOL,Kharif     ,Moong(Green Gram)
KURNOOL,Kharif     ,Onion
KURNOOL,Kharif     ,Papaya
KURNOOL,Kharif     ,Pome Granet
KURNOOL,Kharif     ,Rice
KURNOOL,Kharif     ,Sapota
KURNOOL,Kharif     ,Sesamum
KURNOOL,Kharif     ,Small millets
KURNOOL,Kharif     ,Soyabean
KURNOOL,Kharif     ,Sugarcane
KURNOOL,Kharif     ,Sunflower
KURNOOL,Kharif     ,Tobacco
KURNOOL,Kharif     ,Tomato
KURNOOL,Kharif     ,Turmeric
KURNOOL,Kharif     ,Urad
KURNOOL,Rabi       ,Arhar/Tur
KURNOOL,Rabi       ,Bajra
KURNOOL,Rabi       ,Brinjal
KURNOOL,Rabi       ,Cabbage
KURNOOL,Rabi       ,Castor seed
KURNOOL,Rabi       ,Coriander
KURNOOL,Rabi       ,Cotton(lint)
KURNOOL,Rabi       ,Cowpea(Lobia)
KURNOOL,Rabi       ,Dry chillies
KURNOOL,Rabi       ,Gram
KURNOOL,Rabi       ,Groundnut
KURNOOL,Rabi       ,Horse-gram
KURNOOL,Rabi       ,Jowar
KURNOOL,Rabi       ,Maize
KURNOOL,Rabi       ,Moong(Green Gram)
KURNOOL,Rabi       ,Onion
KURNOOL,Rabi       ,Potato
KURNOOL,Rabi       ,Rapeseed &Mustard
KURNOOL,Rabi       ,Rice
KURNOOL,Rabi       ,Safflower
KURNOOL,Rabi       ,Sesamum
KURNOOL,Rabi       ,Small millets
KURNOOL,Rabi       ,Sunflower
KURNOOL,Rabi       ,Tobacco
KURNOOL,Rabi       ,Tomato
KURNOOL,Rabi       ,Urad
KURNOOL,Rabi       ,Wheat
KURNOOL,Whole Year ,Coconut 
KURNOOL,Kharif     ,Arhar/Tur
KURNOOL,Kharif     ,Bajra
KURNOOL,Kharif     ,Brinjal
KURNOOL,Kharif     ,Cabbage
KURNOOL,Kharif     ,Castor seed
KURNOOL,Kharif     ,Coriander
KURNOOL,Kharif     ,Cotton(lint)
KURNOOL,Kharif     ,Dry chillies
KURNOOL,Kharif     ,Grapes
KURNOOL,Kharif     ,Groundnut
KURNOOL,Kharif     ,Horse-gram
KURNOOL,Kharif     ,Jowar
KURNOOL,Kharif     ,Lemon
KURNOOL,Kharif     ,Maize
KURNOOL,Kharif     ,Mango
KURNOOL,Kharif     ,Mesta
KURNOOL,Kharif     ,Moong(Green Gram)
KURNOOL,Kharif     ,Onion
KURNOOL,Kharif     ,other oilseeds
KURNOOL,Kharif     ,Papaya
KURNOOL,Kharif     ,Pome Granet
KURNOOL,Kharif     ,Rice
KURNOOL,Kharif     ,Sapota
KURNOOL,Kharif     ,Sesamum
KURNOOL,Kharif     ,Small millets
KURNOOL,Kharif     ,Soyabean
KURNOOL,Kharif     ,Sugarcane
KURNOOL,Kharif     ,Sunflower
KURNOOL,Kharif     ,Tobacco
KURNOOL,Kharif     ,Tomato
KURNOOL,Kharif     ,Turmeric
KURNOOL,Kharif     ,Urad
KURNOOL,Rabi       ,Arhar/Tur
KURNOOL,Rabi       ,Bajra
KURNOOL,Rabi       ,Brinjal
KURNOOL,Rabi       ,Cabbage
KURNOOL,Rabi       ,Castor seed
KURNOOL,Rabi       ,Coriander
KURNOOL,Rabi       ,Cotton(lint)
KURNOOL,Rabi       ,Cowpea(Lobia)
KURNOOL,Rabi       ,Dry chillies
KURNOOL,Rabi       ,Gram
KURNOOL,Rabi       ,Groundnut
KURNOOL,Rabi       ,Horse-gram
KURNOOL,Rabi       ,Jowar
KURNOOL,Rabi       ,Maize
KURNOOL,Rabi       ,Moong(Green Gram)
KURNOOL,Rabi       ,Onion
KURNOOL,Rabi       ,Rapeseed &Mustard
KURNOOL,Rabi       ,Rice
KURNOOL,Rabi       ,Safflower
KURNOOL,Rabi       ,Sesamum
KURNOOL,Rabi       ,Small millets
KURNOOL,Rabi       ,Soyabean
KURNOOL,Rabi       ,Sunflower
KURNOOL,Rabi       ,Tobacco
KURNOOL,Rabi       ,Tomato
KURNOOL,Rabi       ,Turmeric
KURNOOL,Rabi       ,Urad
KURNOOL,Rabi       ,Wheat
KURNOOL,Whole Year ,Banana
KURNOOL,Whole Year ,Castor seed
KURNOOL,Whole Year ,Coconut 
KURNOOL,Whole Year ,Coriander
KURNOOL,Whole Year ,Potato
KURNOOL,Whole Year ,Safflower
KURNOOL,Whole Year ,Sannhamp
KURNOOL,Whole Year ,Wheat
KURNOOL,Kharif     ,Arhar/Tur
KURNOOL,Kharif     ,Bajra
KURNOOL,Kharif     ,Brinjal
KURNOOL,Kharif     ,Cabbage
KURNOOL,Kharif     ,Castor seed
KURNOOL,Kharif     ,Cotton(lint)
KURNOOL,Kharif     ,Dry chillies
KURNOOL,Kharif     ,Grapes
KURNOOL,Kharif     ,Groundnut
KURNOOL,Kharif     ,Jowar
KURNOOL,Kharif     ,Lemon
KURNOOL,Kharif     ,Maize
KURNOOL,Kharif     ,Mango
KURNOOL,Kharif     ,Moong(Green Gram)
KURNOOL,Kharif     ,Onion
KURNOOL,Kharif     ,Papaya
KURNOOL,Kharif     ,Pome Granet
KURNOOL,Kharif     ,Rice
KURNOOL,Kharif     ,Safflower
KURNOOL,Kharif     ,Sapota
KURNOOL,Kharif     ,Sesamum
KURNOOL,Kharif     ,Small millets
KURNOOL,Kharif     ,Soyabean
KURNOOL,Kharif     ,Sugarcane
KURNOOL,Kharif     ,Sunflower
KURNOOL,Kharif     ,Tobacco
KURNOOL,Kharif     ,Tomato
KURNOOL,Kharif     ,Turmeric
KURNOOL,Kharif     ,Urad
KURNOOL,Rabi       ,Arhar/Tur
KURNOOL,Rabi       ,Bajra
KURNOOL,Rabi       ,Brinjal
KURNOOL,Rabi       ,Cabbage
KURNOOL,Rabi       ,Castor seed
KURNOOL,Rabi       ,Coriander
KURNOOL,Rabi       ,Cotton(lint)
KURNOOL,Rabi       ,Cowpea(Lobia)
KURNOOL,Rabi       ,Dry chillies
KURNOOL,Rabi       ,Dry ginger
KURNOOL,Rabi       ,Gram
KURNOOL,Rabi       ,Groundnut
KURNOOL,Rabi       ,Horse-gram
KURNOOL,Rabi       ,Jowar
KURNOOL,Rabi       ,Maize
KURNOOL,Rabi       ,Moong(Green Gram)
KURNOOL,Rabi       ,Onion
KURNOOL,Rabi       ,Papaya
KURNOOL,Rabi       ,Potato
KURNOOL,Rabi       ,Rapeseed &Mustard
KURNOOL,Rabi       ,Rice
KURNOOL,Rabi       ,Safflower
KURNOOL,Rabi       ,Sesamum
KURNOOL,Rabi       ,Small millets
KURNOOL,Rabi       ,Soyabean
KURNOOL,Rabi       ,Sunflower
KURNOOL,Rabi       ,Tobacco
KURNOOL,Rabi       ,Tomato
KURNOOL,Rabi       ,Urad
KURNOOL,Rabi       ,Wheat
KURNOOL,Whole Year ,Coconut 
KURNOOL,Whole Year ,Rice
PRAKASAM,Kharif     ,Arhar/Tur
PRAKASAM,Kharif     ,Bajra
PRAKASAM,Kharif     ,Castor seed
PRAKASAM,Kharif     ,Cotton(lint)
PRAKASAM,Kharif     ,Dry chillies
PRAKASAM,Kharif     ,Groundnut
PRAKASAM,Kharif     ,Jowar
PRAKASAM,Kharif     ,Korra
PRAKASAM,Kharif     ,Maize
PRAKASAM,Kharif     ,Moong(Green Gram)
PRAKASAM,Kharif     ,Rice
PRAKASAM,Kharif     ,Sesamum
PRAKASAM,Kharif     ,Sugarcane
PRAKASAM,Kharif     ,Sunflower
PRAKASAM,Kharif     ,Tobacco
PRAKASAM,Kharif     ,Urad
PRAKASAM,Rabi       ,Dry chillies
PRAKASAM,Rabi       ,Gram
PRAKASAM,Rabi       ,Groundnut
PRAKASAM,Rabi       ,Horse-gram
PRAKASAM,Rabi       ,Jowar
PRAKASAM,Rabi       ,Maize
PRAKASAM,Rabi       ,Moong(Green Gram)
PRAKASAM,Rabi       ,Ragi
PRAKASAM,Rabi       ,Rice
PRAKASAM,Rabi       ,Sesamum
PRAKASAM,Rabi       ,Sunflower
PRAKASAM,Rabi       ,Urad
PRAKASAM,Rabi       ,Varagu
PRAKASAM,Kharif     ,Arhar/Tur
PRAKASAM,Kharif     ,Bajra
PRAKASAM,Kharif     ,Castor seed
PRAKASAM,Kharif     ,Cotton(lint)
PRAKASAM,Kharif     ,Dry chillies
PRAKASAM,Kharif     ,Groundnut
PRAKASAM,Kharif     ,Jowar
PRAKASAM,Kharif     ,Korra
PRAKASAM,Kharif     ,Maize
PRAKASAM,Kharif     ,Moong(Green Gram)
PRAKASAM,Kharif     ,Rice
PRAKASAM,Kharif     ,Sesamum
PRAKASAM,Kharif     ,Small millets
PRAKASAM,Kharif     ,Sunflower
PRAKASAM,Kharif     ,Urad
PRAKASAM,Rabi       ,Arhar/Tur
PRAKASAM,Rabi       ,Bajra
PRAKASAM,Rabi       ,Dry chillies
PRAKASAM,Rabi       ,Gram
PRAKASAM,Rabi       ,Groundnut
PRAKASAM,Rabi       ,Horse-gram
PRAKASAM,Rabi       ,Jowar
PRAKASAM,Rabi       ,Maize
PRAKASAM,Rabi       ,Moong(Green Gram)
PRAKASAM,Rabi       ,Ragi
PRAKASAM,Rabi       ,Rice
PRAKASAM,Rabi       ,Sesamum
PRAKASAM,Rabi       ,Sunflower
PRAKASAM,Rabi       ,Urad
PRAKASAM,Rabi       ,Varagu
PRAKASAM,Whole Year ,Sugarcane
PRAKASAM,Whole Year ,Tobacco
PRAKASAM,Kharif     ,Bajra
PRAKASAM,Kharif     ,Castor seed
PRAKASAM,Kharif     ,Cotton(lint)
PRAKASAM,Kharif     ,Groundnut
PRAKASAM,Kharif     ,Horse-gram
PRAKASAM,Kharif     ,Jowar
PRAKASAM,Kharif     ,Maize
PRAKASAM,Kharif     ,Masoor
PRAKASAM,Kharif     ,Moong(Green Gram)
PRAKASAM,Kharif     ,Ragi
PRAKASAM,Kharif     ,Rice
PRAKASAM,Kharif     ,Sesamum
PRAKASAM,Kharif     ,Sunflower
PRAKASAM,Kharif     ,Urad
PRAKASAM,Rabi       ,Bajra
PRAKASAM,Rabi       ,Gram
PRAKASAM,Rabi       ,Groundnut
PRAKASAM,Rabi       ,Horse-gram
PRAKASAM,Rabi       ,Jowar
PRAKASAM,Rabi       ,Maize
PRAKASAM,Rabi       ,Masoor
PRAKASAM,Rabi       ,Moong(Green Gram)
PRAKASAM,Rabi       ,Ragi
PRAKASAM,Rabi       ,Rapeseed &Mustard
PRAKASAM,Rabi       ,Rice
PRAKASAM,Rabi       ,Sesamum
PRAKASAM,Rabi       ,Urad
PRAKASAM,Whole Year ,Dry chillies
PRAKASAM,Whole Year ,Onion
PRAKASAM,Whole Year ,Sugarcane
PRAKASAM,Whole Year ,Tobacco
PRAKASAM,Kharif     ,Arhar/Tur
PRAKASAM,Kharif     ,Bajra
PRAKASAM,Kharif     ,Castor seed
PRAKASAM,Kharif     ,Cotton(lint)
PRAKASAM,Kharif     ,Dry chillies
PRAKASAM,Kharif     ,Gram
PRAKASAM,Kharif     ,Groundnut
PRAKASAM,Kharif     ,Horse-gram
PRAKASAM,Kharif     ,Jowar
PRAKASAM,Kharif     ,Korra
PRAKASAM,Kharif     ,Maize
PRAKASAM,Kharif     ,Mesta
PRAKASAM,Kharif     ,Moong(Green Gram)
PRAKASAM,Kharif     ,Onion
PRAKASAM,Kharif     ,Other Kharif pulses
PRAKASAM,Kharif     ,Ragi
PRAKASAM,Kharif     ,Rice
PRAKASAM,Kharif     ,Samai
PRAKASAM,Kharif     ,Sesamum
PRAKASAM,Kharif     ,Small millets
PRAKASAM,Kharif     ,Sunflower
PRAKASAM,Kharif     ,Urad
PRAKASAM,Kharif     ,Varagu
PRAKASAM,Rabi       ,Arhar/Tur
PRAKASAM,Rabi       ,Bajra
PRAKASAM,Rabi       ,Dry chillies
PRAKASAM,Rabi       ,Gram
PRAKASAM,Rabi       ,Groundnut
PRAKASAM,Rabi       ,Horse-gram
PRAKASAM,Rabi       ,Jowar
PRAKASAM,Rabi       ,Korra
PRAKASAM,Rabi       ,Maize
PRAKASAM,Rabi       ,Moong(Green Gram)
PRAKASAM,Rabi       ,Onion
PRAKASAM,Rabi       ,Other  Rabi pulses
PRAKASAM,Rabi       ,Ragi
PRAKASAM,Rabi       ,Rapeseed &Mustard
PRAKASAM,Rabi       ,Rice
PRAKASAM,Rabi       ,Samai
PRAKASAM,Rabi       ,Sesamum
PRAKASAM,Rabi       ,Small millets
PRAKASAM,Rabi       ,Urad
PRAKASAM,Rabi       ,Varagu
PRAKASAM,Whole Year ,Banana
PRAKASAM,Whole Year ,Cashewnut
PRAKASAM,Whole Year ,Coconut 
PRAKASAM,Whole Year ,Coriander
PRAKASAM,Whole Year ,Sugarcane
PRAKASAM,Whole Year ,Sweet potato
PRAKASAM,Whole Year ,Tobacco
PRAKASAM,Whole Year ,Turmeric
PRAKASAM,Kharif     ,Arhar/Tur
PRAKASAM,Kharif     ,Bajra
PRAKASAM,Kharif     ,Castor seed
PRAKASAM,Kharif     ,Cotton(lint)
PRAKASAM,Kharif     ,Dry chillies
PRAKASAM,Kharif     ,Groundnut
PRAKASAM,Kharif     ,Jowar
PRAKASAM,Kharif     ,Korra
PRAKASAM,Kharif     ,Maize
PRAKASAM,Kharif     ,Moong(Green Gram)
PRAKASAM,Kharif     ,Onion
PRAKASAM,Kharif     ,Other Kharif pulses
PRAKASAM,Kharif     ,Ragi
PRAKASAM,Kharif     ,Rice
PRAKASAM,Kharif     ,Samai
PRAKASAM,Kharif     ,Sesamum
PRAKASAM,Kharif     ,Small millets
PRAKASAM,Kharif     ,Sunflower
PRAKASAM,Kharif     ,Urad
PRAKASAM,Rabi       ,Arhar/Tur
PRAKASAM,Rabi       ,Bajra
PRAKASAM,Rabi       ,Dry chillies
PRAKASAM,Rabi       ,Gram
PRAKASAM,Rabi       ,Groundnut
PRAKASAM,Rabi       ,Horse-gram
PRAKASAM,Rabi       ,Jowar
PRAKASAM,Rabi       ,Korra
PRAKASAM,Rabi       ,Maize
PRAKASAM,Rabi       ,Moong(Green Gram)
PRAKASAM,Rabi       ,Onion
PRAKASAM,Rabi       ,Ragi
PRAKASAM,Rabi       ,Rapeseed &Mustard
PRAKASAM,Rabi       ,Rice
PRAKASAM,Rabi       ,Samai
PRAKASAM,Rabi       ,Sesamum
PRAKASAM,Rabi       ,Small millets
PRAKASAM,Rabi       ,Urad
PRAKASAM,Rabi       ,Varagu
